id,availability,condition,description,image_link,link,title,price,sale_price,brand,google_product_category,item_group_id
HF09XL-白,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HF09L-white-01-XL%281%29.jpg,https://www.footer.com.tw/product-detail/HF09XLXLWHITE,排球少年!!吉祥物刺繡高筒襪,"230 TWD","230 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【新品＆活動企劃】,NEW – 排球少年!! 授權系列◎◎◎",HF09XL
HFSET-A-M,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HFSET-A-555.jpg,https://www.footer.com.tw/product-detail/HFSET-AMRANDOM,"排球少年!! 人氣必買船短襪 (3入組)","690 TWD","555 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","★限時優惠組,機能襪限定組合,NEW – 排球少年!! 授權系列◎◎◎",HFSET-A
HFSET-B-M,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HFSET-B-555.jpg,https://www.footer.com.tw/product-detail/HFSET-BMRANDOM,"排球少年!! 精選推薦高筒襪 (3入組)","690 TWD","555 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","★限時優惠組,機能襪限定組合,NEW – 排球少年!! 授權系列◎◎◎",HFSET-B
HFSET-C-M,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HFSET-C-555.jpg,https://www.footer.com.tw/product-detail/HFSET-CMRANDOM,"排球少年!! 熱銷好評高筒襪 (3入組)","690 TWD","555 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","★限時優惠組,機能襪限定組合,NEW – 排球少年!! 授權系列◎◎◎",HFSET-C
HFTEE01S-黑,"in stock",new,"| 40度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 低溫熨燙
| 不可乾洗

洗滌建議：
1. 請將深淺衣物分開洗滌，避免相互染色。
2. 請將衣物翻面放入大小適中的洗衣袋洗滌。
3. 請使用中性洗劑，且不宜浸泡過久。
4. 請勿使用漂白劑、螢光增白劑及衣物柔軟精，以免破壞面料組織。
5. 穿著時請避免與包包配件等其他物品接觸摩擦。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HFTEE01-black-01F.jpg,https://www.footer.com.tw/product-detail/HFTEE01SBLACK,排球少年!!烏野高校短T,"590 TWD","480 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","NEW – 排球少年!! 授權系列◎◎◎",HFTEE01
HFTEE01S-白,"in stock",new,"| 40度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 低溫熨燙
| 不可乾洗

洗滌建議：
1. 請將深淺衣物分開洗滌，避免相互染色。
2. 請將衣物翻面放入大小適中的洗衣袋洗滌。
3. 請使用中性洗劑，且不宜浸泡過久。
4. 請勿使用漂白劑、螢光增白劑及衣物柔軟精，以免破壞面料組織。
5. 穿著時請避免與包包配件等其他物品接觸摩擦。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HFTEE01-white-01F.jpg,https://www.footer.com.tw/product-detail/HFTEE01SWHITE,排球少年!!烏野高校短T,"590 TWD","480 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","NEW – 排球少年!! 授權系列◎◎◎",HFTEE01
HFTEE02S-藍,"in stock",new,"| 40度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 低溫熨燙
| 不可乾洗

洗滌建議：
1. 請將深淺衣物分開洗滌，避免相互染色。
2. 請將衣物翻面放入大小適中的洗衣袋洗滌。
3. 請使用中性洗劑，且不宜浸泡過久。
4. 請勿使用漂白劑、螢光增白劑及衣物柔軟精，以免破壞面料組織。
5. 穿著時請避免與包包配件等其他物品接觸摩擦。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HFTEE02-blue-01F%281%29.jpg,https://www.footer.com.tw/product-detail/HFTEE02SBLUE,排球少年!!Q版吉祥物短T,"590 TWD","480 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","NEW – 排球少年!! 授權系列◎◎◎",HFTEE02
HFTEE02S-卡其,"in stock",new,"| 40度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 低溫熨燙
| 不可乾洗

洗滌建議：
1. 請將深淺衣物分開洗滌，避免相互染色。
2. 請將衣物翻面放入大小適中的洗衣袋洗滌。
3. 請使用中性洗劑，且不宜浸泡過久。
4. 請勿使用漂白劑、螢光增白劑及衣物柔軟精，以免破壞面料組織。
5. 穿著時請避免與包包配件等其他物品接觸摩擦。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HFTEE02-khaki-01F%281%29.jpg,https://www.footer.com.tw/product-detail/HFTEE02SKHAKI,排球少年!!Q版吉祥物短T,"590 TWD","480 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","NEW – 排球少年!! 授權系列◎◎◎",HFTEE02
HFTEE03S-白,"in stock",new,"| 40度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 低溫熨燙
| 不可乾洗

洗滌建議：
1. 請將深淺衣物分開洗滌，避免相互染色。
2. 請將衣物翻面放入大小適中的洗衣袋洗滌。
3. 請使用中性洗劑，且不宜浸泡過久。
4. 請勿使用漂白劑、螢光增白劑及衣物柔軟精，以免破壞面料組織。
5. 穿著時請避免與包包配件等其他物品接觸摩擦。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HFTEE03-white-01F%281%29.jpg,https://www.footer.com.tw/product-detail/HFTEE03SWHITE,排球少年!!小烏鴉短T,"590 TWD","480 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","NEW – 排球少年!! 授權系列◎◎◎",HFTEE03
HGL01S-黑,"in stock",new,"H.G.L 厚磅寬版刺繡T",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HGL01-black-01.jpg,https://www.footer.com.tw/product-detail/HGL01SBLACK,"H.G.L 厚磅寬版刺繡T","790 TWD","316 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【服飾】,上身",HGL01
HGL01S-海軍藍,"in stock",new,"H.G.L 厚磅寬版刺繡T",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HGL01-blue-01.jpg,https://www.footer.com.tw/product-detail/HGL01SNAVY,"H.G.L 厚磅寬版刺繡T","790 TWD","316 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【服飾】,上身",HGL01
HGL02S-黑,"in stock",new,"H.G.L 厚磅合版刺繡T",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HGL02-black-01.jpg,https://www.footer.com.tw/product-detail/HGL02SBLACK,"H.G.L 厚磅合版刺繡T","790 TWD","316 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【服飾】,上身",HGL02
HGL02S-卡其,"in stock",new,"H.G.L 厚磅合版刺繡T",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HGL02-khaki-01.jpg,https://www.footer.com.tw/product-detail/HGL02SKHAKI,"H.G.L 厚磅合版刺繡T","790 TWD","316 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【服飾】,上身",HGL02
HGL02S-海軍藍,"in stock",new,"H.G.L 厚磅合版刺繡T",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HGL02-blue-01.jpg,https://www.footer.com.tw/product-detail/HGL02SNAVY,"H.G.L 厚磅合版刺繡T","790 TWD","316 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【服飾】,上身",HGL02
HGL02L-白,"in stock",new,"H.G.L 厚磅合版刺繡T",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/HGL02-white-01.jpg,https://www.footer.com.tw/product-detail/HGL02LWHITE,"H.G.L 厚磅合版刺繡T","790 TWD","316 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【服飾】,上身",HGL02
K160M-黑,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K160-black-1-F.jpg,https://www.footer.com.tw/product-detail/K160MBLACK,天生贏家運動氣墊襪(童),"250 TWD","230 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【依襪型】,運動襪",K160
K160M-白,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K160-white-1-F.jpg,https://www.footer.com.tw/product-detail/K160MWHITE,天生贏家運動氣墊襪(童),"250 TWD","230 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【依襪型】,運動襪",K160
K172L-黑,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172L-black-F01.jpg,https://www.footer.com.tw/product-detail/K172LLBLACK,我的基本標配運動氣墊襪,"280 TWD","230 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【依襪型】,運動襪",K172L
K172L-藍,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172L-blue-01-L.jpg,https://www.footer.com.tw/product-detail/K172LLBLUE,我的基本標配運動氣墊襪,"280 TWD","230 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【依襪型】,運動襪",K172L
K172L-灰,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172L-gray-F01N.jpg,https://www.footer.com.tw/product-detail/K172LLGRAY,我的基本標配運動氣墊襪,"280 TWD","230 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【依襪型】,運動襪",K172L
K172L-白,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172L-white-01.jpg,https://www.footer.com.tw/product-detail/K172LLWHITE,我的基本標配運動氣墊襪,"280 TWD","230 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【依襪型】,運動襪",K172L
K172M-黑,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172M-black-01.jpg,https://www.footer.com.tw/product-detail/K172MMBLACK,我的基本標配運動氣墊襪,"280 TWD","230 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【依襪型】,運動襪",K172M
K172M-白,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172M-white-01-M.jpg,https://www.footer.com.tw/product-detail/K172MMWHITE,我的基本標配運動氣墊襪,"280 TWD","230 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【依襪型】,運動襪",K172M
K172XL-黑,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172XL-black-F01.jpg,https://www.footer.com.tw/product-detail/K172XLXLBLACK,我的基本標配運動氣墊襪,"280 TWD","230 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【依襪型】,運動襪",K172XL
K172XL-藍,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172L-blue-01-XL%281%29.jpg,https://www.footer.com.tw/product-detail/K172XLXLBLUE,我的基本標配運動氣墊襪,"280 TWD","230 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【依襪型】,運動襪",K172XL
K172XL-灰,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172XL-gray-F01.jpg,https://www.footer.com.tw/product-detail/K172XLXLGRAY,我的基本標配運動氣墊襪,"280 TWD","230 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【依襪型】,運動襪",K172XL
K172XL-白,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K172XL-white-F01.jpg,https://www.footer.com.tw/product-detail/K172XLXLWHITE,我的基本標配運動氣墊襪,"280 TWD","230 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【依襪型】,運動襪",K172XL
K174L-黑,"in stock",new,"| 手洗水溫不超過40度
| 不可漂白
| 不可烘乾
| 懸掛晾乾
| 不可熨燙及壓燙
| 不可專業乾洗

洗滌建議：
1. 此產品嚴禁刷洗，請勿以尖銳物刺破襪子，避免防水膜遭到破壞，影響其機能性。
2. 建議手洗，並選用中性清潔劑。請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。
3. 可一般機洗，建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
4. 翻面脫水甩乾，再將襪子翻回正面，垂掛於通風處陰乾。
5. 請勿以任何熱源烘乾防水襪，例如烘乾機、熨斗等。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K174L-black-01-F.jpg,https://www.footer.com.tw/product-detail/K174LLBLACK,Ultralight透氣防水襪,"990 TWD","790 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【新品＆活動企劃】,NEW – Ultralight透氣防水襪",K174L
K174M-黑,"in stock",new,"| 手洗水溫不超過40度
| 不可漂白
| 不可烘乾
| 懸掛晾乾
| 不可熨燙及壓燙
| 不可專業乾洗

洗滌建議：
1. 此產品嚴禁刷洗，請勿以尖銳物刺破襪子，避免防水膜遭到破壞，影響其機能性。
2. 建議手洗，並選用中性清潔劑。請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。
3. 可一般機洗，建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
4. 翻面脫水甩乾，再將襪子翻回正面，垂掛於通風處陰乾。
5. 請勿以任何熱源烘乾防水襪，例如烘乾機、熨斗等。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K174M-black-01-F.jpg,https://www.footer.com.tw/product-detail/K174MMBLACK,Ultralight透氣防水襪,"990 TWD","790 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【新品＆活動企劃】,NEW – Ultralight透氣防水襪",K174M
K174XL-黑,"in stock",new,"| 手洗水溫不超過40度
| 不可漂白
| 不可烘乾
| 懸掛晾乾
| 不可熨燙及壓燙
| 不可專業乾洗

洗滌建議：
1. 此產品嚴禁刷洗，請勿以尖銳物刺破襪子，避免防水膜遭到破壞，影響其機能性。
2. 建議手洗，並選用中性清潔劑。請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。
3. 可一般機洗，建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
4. 翻面脫水甩乾，再將襪子翻回正面，垂掛於通風處陰乾。
5. 請勿以任何熱源烘乾防水襪，例如烘乾機、熨斗等。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K174XL-black-01-F.jpg,https://www.footer.com.tw/product-detail/K174XLXLBLACK,Ultralight透氣防水襪,"990 TWD","790 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【新品＆活動企劃】,NEW – Ultralight透氣防水襪",K174XL
K175L-米,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175L-beige-F01%281%29.jpg,https://www.footer.com.tw/product-detail/K175LLBEIGE,輕壓力登山羊毛襪,"780 TWD","690 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【新品＆活動企劃】,羊毛襪",K175L
K175L-綠,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175L-green-F01%281%29.jpg,https://www.footer.com.tw/product-detail/K175LLGREEN,輕壓力登山羊毛襪,"780 TWD","690 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【新品＆活動企劃】,羊毛襪",K175L
K175L-白,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175L-white-F01%282%29.jpg,https://www.footer.com.tw/product-detail/K175LLWHITE,輕壓力登山羊毛襪,"780 TWD","690 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【新品＆活動企劃】,羊毛襪",K175L
K175M-米,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175M-beige-F01%281%29.jpg,https://www.footer.com.tw/product-detail/K175MMBEIGE,輕壓力登山羊毛襪,"780 TWD","690 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【新品＆活動企劃】,羊毛襪",K175M
K175M-綠,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175M-green-F01%281%29.jpg,https://www.footer.com.tw/product-detail/K175MMGREEN,輕壓力登山羊毛襪,"780 TWD","690 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【新品＆活動企劃】,羊毛襪",K175M
K175M-紅,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175M-red-F01%281%29.jpg,https://www.footer.com.tw/product-detail/K175MMRED,輕壓力登山羊毛襪,"780 TWD","690 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【新品＆活動企劃】,羊毛襪",K175M
K175XL-米,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175XL-beige-F01%281%29.jpg,https://www.footer.com.tw/product-detail/K175XLXLBEIGE,輕壓力登山羊毛襪,"780 TWD","690 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【新品＆活動企劃】,羊毛襪",K175XL
K175XL-綠,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175XL-green-F01%281%29.jpg,https://www.footer.com.tw/product-detail/K175XLXLGREEN,輕壓力登山羊毛襪,"780 TWD","690 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【新品＆活動企劃】,羊毛襪",K175XL
K175XL-紅,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K175XL-red-F01%281%29.jpg,https://www.footer.com.tw/product-detail/K175XLXLRED,輕壓力登山羊毛襪,"780 TWD","690 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【新品＆活動企劃】,羊毛襪",K175XL
K176L-黑,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K176L-black-F01.jpg,https://www.footer.com.tw/product-detail/K176LLBLACK,重返簡約運動船短襪,"280 TWD","230 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【依襪型】,運動襪",K176L
K176L-綠,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K176L-green-F01.jpg,https://www.footer.com.tw/product-detail/K176LLGREEN,重返簡約運動船短襪,"280 TWD","230 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【依襪型】,運動襪",K176L
K176L-白,"in stock",new,"| 30度標準洗程
| 不可漂白
| 不可烘乾
| 陰涼處懸掛晾乾
| 不可熨燙
| 不可乾洗

洗滌建議：
1. 建議將襪子翻至反面，裝入洗衣袋後，再放入洗衣機。
2. 請勿使用柔軟精、漂白水、含增艷、茶樹精油之洗劑洗滌或浸泡。",https://cdn-footer.fonlego.com/upload_files/fonlego-rwd/prodpic/K176L-white-F01.jpg,https://www.footer.com.tw/product-detail/K176LLWHITE,重返簡約運動船短襪,"280 TWD","230 TWD","FOOTER 除臭襪｜機能性纖維產品-台灣官方網站","全產品,【依襪型】,運動襪",K176L
